reports, acn, state, facility_website, main_activities, facility_id, postcode, abn, jurisdiction_code, jurisdiction_facility_id, primary_anzsic_class_code, first_report_year, facility_name, suburb, primary_anzsic_class_name, longitude, latitude, street_address, registered_business_name
13,"094564100","SA","http://www.olearywalkerwines.com","Winery","519602","5452","26094564100","SA","SA0355","1214","2004/2005","O'LEARY WALKER WINES PTY LTD","Leasingham","Wine and Other Alcoholic Beverage Manufacturing",138.651111,-33.988611,"7093 Horrocks Highway","O'LEARY WALKER WINES PTY LTD"
6,"007645810","SA",null,"Manufacturing","585952","5012","17007645810","SA","SA0619","1911","2011/2012","Pope Packaging","Woodville North","Polymer Film and Sheet Packaging Material Manufacturing",138.538726,-34.863905,"Corner Leeds Street and Ninth Avenue","O.E. & D.R. POPE PTY. LTD."
14,"009677598","QLD",null,"Meat Processing","507714","4401","57009677598","QLD","Q033OAA001","1111","2001/2002","Oakey Beef Exports Pty Ltd","Oakey","Meat Processing",151.701306,-27.425583,"OAKEY CONNECTION ROAD","OAKEY BEEF EXPORTS PTY. LTD"
19,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","502880","4824","44605178578","QLD","Q022AFD001","3321","1998/1999","Cloncurry Terminal","Cloncurry","Petroleum Product Wholesaling",140.5016,-20.7161056,"PHILLIP ST","OCWEN ENERGY PTY LTD"
18,"075260794","QLD",null,"Electricity Supply using gas turbines fuelled with natural gas/diesel. Facility includes on site diesel storage.","501502","4401","56075260794","QLD","Q019OPH001","2611","1999/2000","Oakey Power Station","Oakey","Fossil Fuel Electricity Generation",151.6795555,-27.421555,"CNR WARREGO HWY & KEARNEY RD","OAKEY POWER HOLDINGS PTY LTD"
2,"056159570","QLD","http://www.egrgroup.com","Screen printing of plastic automotive accessories","509106","4107","13056159570","QLD","Q044OAK002","2319","2006/2007","EGR","Salisbury","Other Motor Vehicle Parts Manufacturing",153.027222,-27.547778,"52 Assembly Street","OAKMOORE PTY LTD"
1,"056159570","QLD","http://www.egrgroup.com","Roto-Moulding of water storage tanks","548274","4300","13056159570","QLD","Q052OAK001","1912","2007/2008","EGR","Carole Park","Rigid and Semi-Rigid Polymer Product Manufacturing",152.923851,-27.623381,"62 Mica Street","OAKMOORE PTY LTD"
14,"056159570","QLD","http://www.egrgroup.com","Painting of plastic automotive accessories","509096","4107","13056159570","QLD","Q044OAK001","2319","2003/2004","EGR","Salisbury","Other Motor Vehicle Parts Manufacturing",153.0275,-27.544444,"102 Evans Road","OAKMOORE PTY LTD"
1,"056159570","QLD","http://www.egrgroup.com","Moulding of plastic display units","548276","4076","13056159570","QLD","Q052OAK002","1912","2007/2008","EGR - Display","Darra","Rigid and Semi-Rigid Polymer Product Manufacturing",152.948685,-27.57746,"45 Machinery Street","OAKMOORE PTY LTD"
3,"009359835","WA",null,"Wine making","595050","6056","16009359835","WA","WA0826","1214","2012/2013","Oakover Wines","Middle Swan","Wine and Other Alcoholic Beverage Manufacturing",116.006935,-31.846327,"14 Yukich Close","OAKOVER VINEYARDS PTY LTD"
13,"127794307","VIC","http://www.oakridgewines.com.au","Wine making","532294","3770","90127794307","VIC","00007017","1214","2004/2005","Oakridge Winery","Coldstream","Wine and Other Alcoholic Beverage Manufacturing",145.453229,-37.68342,"864 MAROONDAH HWY","OAKRIDGE WINES PTY LTD"
19,"010202936","QLD",null,"Coal Mining","502398","4709","17010202936","QLD","Q020OAK001","0600","1998/1999","Oaky Creek Coal","Tieri","Coal Mining",148.484,-23.073,"Oaky Creek Mine Access Road","OAKY CREEK COAL P/L"
17,"003856782","NSW",null,"Coal washery facility with tailings and coarse reject emplacement regions.","489982","2284","39003856782","NSW","497","0600","2000/2001","Macquarie Coal Preparation Plant","Teralba","Coal Mining",151.60598,-32.944845,"End Railway Street","OCEANIC COAL AUSTRALIA LIMITED"
2,"003856782","NSW",null,"Underground Coal Mining - coal was delivered underground directly to Macquarie Coal Preparation Plant. Minimal surface facilities. Operations ceased on 28 May, 2001. Site now undergoing care and maintenance activities.","489978","2284","39003856782","NSW","496","0600","2000/2001","Teralba Colliery","Teralba","Coal Mining",151.60343,-32.967573,"Pitt Street","OCEANIC COAL AUSTRALIA LIMITED"
17,"003856782","NSW",null,"Underground coal mining using longwall methods and continuous mining (only in development units). Coal is directly transported via a private haul road directly to Macquarie Coal Preparation Plant by haul trucks.","489962","2284","39003856782","NSW","494","0600","2000/2001","West Wallsend Colliery","Killingworth","Coal Mining",151.567041,-32.93394,"The Broadway","OCEANIC COAL AUSTRALIA LIMITED"
7,"009485518","TAS",null,"Coal Mining","552638","7214","48009485518","TAS","Tas 452","0600","2007/2008","Duncan Underground Mine","Fingal","Coal Mining",148.0101933438,-41.6342537044,"Duncan Road","THE CORNWALL COAL COMPANY PTY LTD"
12,"003856782","NSW",null,"Open cut coal mine with crushing plant.","490860","2278","39003856782","NSW","554","0600","2000/2001","Westside Mine","Wakefield","Coal Mining",151.573653,-32.938239,"Wakefield Road","OCEANIC COAL AUSTRALIA LIMITED"
8,"009650668","NT","http://www.powerwater.com.au","Generation of electricity","498208","0850","28009650668","NT","NT55","2611","1998/1999","Mobil Depot Katherine","Katherine","Fossil Fuel Electricity Generation",132.248197,-14.450528,"LOT 1834 STUART HWY","OCTAGON P/L"
4,"007388392","QLD",null,"Bulk Petroleum Storage Facility","504550","4497","40007388392","QLD","Q022MWP005","3321","1998/1999","Thallon Depot (Mid West Petroleum)","Thallon","Petroleum Product Wholesaling",148.867244,-28.635113,"WILLIAM ST","OCTVAS P/L"
8,"605178578","NSW",null,"Petroleum Wholesaling","547438","2478","44605178578","NSW","1120","3321","2007/2008","Ballina Depot (t/a Lowes Petroleum)","Ballina","Petroleum Product Wholesaling",153.556968,-28.852661,"3 Southern Cross Drive","OCWEN ENERGY PTY LTD"
15,"605178578","QLD",null,"Bulk Petroleum Storage Facility","504716","4715","44605178578","QLD","Q022RAY002","3321","1998/1999","Biloela Depot (t/a Lowes Petroleum)","Biloela","Petroleum Product Wholesaling",150.51228,-24.404341,"3 THANGOOL RD","OCWEN ENERGY PTY LTD"
14,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","503328","4472","44605178578","QLD","Q022BPA024","3321","2003/2004","Blackall Depot (t/a Lowes Petroleum)","Blackall","Petroleum Product Wholesaling",145.4751944,-24.4280556,"8-10 SHAMROCK ST","OCWEN ENERGY PTY LTD"
19,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","504756","4670","44605178578","QLD","Q022RAY004","3321","1998/1999","Bundaberg Depot (t/a Lowes Petroleum)","Bundaberg","Petroleum Product Wholesaling",152.368024,-24.85925,"33 PRINCESS ST","OCWEN ENERGY PTY LTD"
18,"605178578","QLD",null,"Bulk Petroleum Storage Facility","504786","4870","44605178578","QLD","Q022REP001","3321","1998/1999","Cairns Depot (t/a Lowes Petroleum)","Cairns","Petroleum Product Wholesaling",145.777198,-16.933197,"RELIANCE PETROLEUM DEPOT KENNY ST","OCWEN ENERGY PTY LTD"
19,"605178578","VIC",null,"Petroleum Product Storage & Wholesaling","529626","3644","44605178578","VIC","00004749","3321","1998/1999","Cobram Depot (t/as Lowes Petroleum)","Cobram","Petroleum Product Wholesaling",145.569207,-35.920404,"3701 MURRAY VALLEY HWY","OCWEN ENERGY PTY LTD"
18,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","485064","2630","44605178578","NSW","166","3321","1998/1999","Cooma Depot","Cooma","Petroleum Product Wholesaling",149.134516,-36.230374,"4 Sharp Street","OCWEN ENERGY PTY LTD"
16,"605178578","NSW",null,"Petroleum Product Storage and Wholesaling","485046","2794","44605178578","NSW","165","3321","1998/1999","Cowra Depot","Cowra","Petroleum Product Wholesaling",148.698088,-33.838192,"12 Campbell Street","OCWEN ENERGY PTY LTD"
17,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","487456","2830","44605178578","NSW","334","3321","1999/2000","Dubbo Depot","Dubbo","Petroleum Product Wholesaling",148.610741,-32.243496,"105 Erskine Street","OCWEN ENERGY PTY LTD"
19,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","505592","4720","44605178578","QLD","Q022SUN004","3321","1998/1999","Emerald Depot (t/a Lowes Petroleum)","Emerald","Petroleum Product Wholesaling",148.155064,-23.523472,"SHORT ST","OCWEN ENERGY PTY LTD"
11,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","483916","2871","44605178578","NSW","1081","3321","2006/2007","Forbes Depot","Forbes","Petroleum Product Wholesaling",148.008966,-33.377138,"13-15 Union Street","OCWEN ENERGY PTY LTD"
17,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","489696","2460","44605178578","NSW","477","3321","2000/2001","Grafton Depot (t/a Lowes Petroleum)","Grafton","Petroleum Product Wholesaling",152.918526,-29.670354,"13 Orara Street","OCWEN ENERGY PTY LTD"
19,"605178578","VIC",null,"Petroleum Product Storage & Wholesaling","529776","3400","44605178578","VIC","00004769","3321","1998/1999","Horsham Depot (t/as Lowes Petroleum)","Horsham","Petroleum Product Wholesaling",142.19811,-36.701445,"BP DEPOT 25 MILL ST","OCWEN ENERGY PTY LTD"
12,"605178578","QLD",null,"Bulk Petroleum Storage Facility","504806","4860","44605178578","QLD","Q022REP002","3321","1998/1999","Innisfail Depot (t/a Lowes Petroleum)","Innisfail","Petroleum Product Wholesaling",146.011098,-17.518169,"117 PALMERSTON DR","OCWEN ENERGY PTY LTD"
17,"009485518","TAS",null,"Coal mining","521208","7214","48009485518","TAS","TAS 154","0600","1998/1999","Fingal Washery","Fingal","Coal Mining",147.982985,-41.629647,"ESK HWY","THE CORNWALL COAL COMPANY PTY LTD"
18,"605178578","VIC",null,"Petroleum Product Storage & Wholesaling","533004","3579","44605178578","VIC","00009126","3321","1999/2000","Kerang Depot (t/as Lowes Petroleum)","Kerang","Petroleum Product Wholesaling",143.882088,-35.746127,"WILLS ST","OCWEN ENERGY PTY LTD"
19,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","486668","2409","44605178578","NSW","277","3321","1998/1999","Lowes Petroleum Boggabilla Depot","Boggabilla","Petroleum Product Wholesaling",150.350482,-28.610147,"Newell Highway","OCWEN ENERGY PTY LTD"
17,"605178578","QLD",null,"Bulk Petroleum Storage Facility","504242","4422","44605178578","QLD","Q022MOB019","3321","1998/1999","Lowes Petroleum Depot, Meandarra","Meandarra","Petroleum Product Wholesaling",149.87919,-27.324888,"Walton Street","OCWEN ENERGY PTY LTD"
16,"605178578","NSW",null,"Petroleum Product Wholesaling","486616","2405","44605178578","NSW","274","3321","1998/1999","Lowes Petroleum Garah Depot","Garah","Petroleum Product Wholesaling",149.635095,-29.076161,"Midkin Street","OCWEN ENERGY PTY LTD"
19,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","486316","2680","44605178578","NSW","253","3321","1998/1999","Lowes Petroleum Griffith Depot","Griffith","Petroleum Product Wholesaling",146.059514,-34.290423,"30-34 Banna Ave","OCWEN ENERGY PTY LTD"
19,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","486524","2675","44605178578","NSW","268","3321","1998/1999","Lowes Petroleum Hillston Depot","Hillston","Petroleum Product Wholesaling",145.537794,-33.490511,"165 - 167 Cowper Street","OCWEN ENERGY PTY LTD"
19,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","486754","2390","44605178578","NSW","282","3321","1998/1999","Lowes Petroleum Narrabri Depot","Narrabri","Petroleum Product Wholesaling",149.789731,-30.322222,"8 Reid Street","OCWEN ENERGY PTY LTD"
9,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","557086","2285","44605178578","NSW","1169","3321","2008/2009","Lowes Petroleum Newcastle Depot","Cardiff","Petroleum Product Wholesaling",151.644015,-32.941226,"Pennant st and Belford Place","OCWEN ENERGY PTY LTD"
19,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","504020","4480","44605178578","QLD","Q022MOB002","3321","1998/1999","Lowes Petroleum Quilpie","Quilpie","Petroleum Product Wholesaling",144.261389,-26.615556,"Lot 50 Sommerfield Road","OCWEN ENERGY PTY LTD"
19,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","486774","2340","44605178578","NSW","283","3321","1998/1999","Lowes Petroleum Service Tamworth Depot","Tamworth","Petroleum Product Wholesaling",150.902983,-31.095622,"22 Hinkler Street","OCWEN ENERGY PTY LTD"
16,"605178578","QLD",null,"Bulk Petroleum Storage Facility","504822","4880","44605178578","QLD","Q022REP003","3321","1998/1999","Mareeba Depot (t/a Lowes Petroleum)","Mareeba","Petroleum Product Wholesaling",145.41383,-16.972354,"RELIANCE PETROLEUM, 9 BARRETT ST","OCWEN ENERGY PTY LTD"
18,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","505712","4415","44605178578","QLD","Q022TWF003","3321","1999/2000","Miles Depot (t/a Lowes Petroleum)","Miles","Petroleum Product Wholesaling",150.187778,-26.661667,"DEPOT MCNULTY ST","OCWEN ENERGY PTY LTD"
19,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","504050","4487","44605178578","QLD","Q022MOB004","3321","1998/1999","Mobil St George","St George","Petroleum Product Wholesaling",148.594311,-28.045784,"THALLON HWY","OCWEN ENERGY PTY LTD"
18,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","485028","2800","44605178578","NSW","164","3321","1998/1999","Orange Depot","Orange","Petroleum Product Wholesaling",149.107762,-33.271314,"197 Margaret Street","OCWEN ENERGY PTY LTD"
18,"605178578","VIC",null,"Petroleum Product Storage & Wholesaling","533244","3490","44605178578","VIC","00010626","3321","1999/2000","Ouyen Depot","Ouyen","Petroleum Product Wholesaling",142.318526,-35.136462,"16 FARRELL ST","OCWEN ENERGY PTY LTD"
18,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","505694","4455","44605178578","QLD","Q022TWF002","3321","1999/2000","Roma Depot (t/a Lowes Petroleum)","Roma","Petroleum Product Wholesaling",148.775588,-26.579257,"156 RAGLAN ST","OCWEN ENERGY PTY LTD"
16,"605178578","NSW",null,"Petroleum Product Wholesaling","488114","2340","44605178578","NSW","377","3321","1999/2000","Tamworth Depot (t/a Lowes Petroleum)","Tamworth","Petroleum Product Wholesaling",150.905848,-31.096422,"23-27 Gunnedah Road","OCWEN ENERGY PTY LTD"
1,"004651325","NSW",null,"Steel Processing/Fabrication","489386","2304","42004651325","NSW","458","2110","1999/2000","One Steel - Market Mill (Rod Mill)","Mayfield East","Iron Smelting and Steel Manufacturing",151.734049,-32.895862,"Ingall Street","ONE STEEL"
16,"605178578","QLD",null,"Bulk Petroleum Storage Facility","504560","4350","44605178578","QLD","Q022MWP006","3321","1998/1999","Toowoomba Depot (t/a Lowes Petroleum)","Toowoomba","Petroleum Product Wholesaling",151.921911,-27.57898,"246-252 ANZAC AV","OCWEN ENERGY PTY LTD"
18,"605178578","NSW",null,"Petroleum Product Storage & Wholesaling","485010","2671","44605178578","NSW","163","3321","1998/1999","West Wyalong Depot","West Wyalong","Petroleum Product Wholesaling",147.215284,-33.934094,"Railway Rd","OCWEN ENERGY PTY LTD"
14,"605178578","QLD",null,"Petroleum Product Storage & Wholesaling","503278","4606","44605178578","QLD","Q022BPA020","3321","2001/2002","Wondai Depot (t/a Lowes Petroleum)","Wondai","Petroleum Product Wholesaling",151.86553,-26.31944,"3 GREENVIEW RD","OCWEN ENERGY PTY LTD"
13,null,"NSW","http://www.pmplimited.com.au/","Printing magazines and catalogues","483514","2141","66003094602","NSW","1027","1611","2004/2005","Offset Alpine Printing Lidcombe","Lidcombe","Printing",151.042516,-33.853287,"42 Boorea Street","OFFSET ALPINE PRINTING PTY LIMITED"
11,"051676067","WA",null,"WASTE MANAGEMENT FACILITY","545186","6721","68051676067","WA","WA0634","1701","2002/2003","OIL ENERGY CORPORATION PTY LTD","Wedgefield","Petroleum Refining and Petroleum Fuel Manufacturing",118.598611,-20.368333,"20 SCHILLAMAN STREET","OIL ENERGY CORPORATION PTY LTD"
15,"007603349","QLD",null,"Oil & gas production and processing","499608","4417","29007603349","QLD","Q012OCA005","0700","1999/2000","Surat","Surat","Oil and Gas Extraction",148.814736,-27.027972,"Yannagan Lane","OIL INVESTMENTS PTY LTD"
7,"000032128","NSW",null,"Petroleum product wholesaling","485282","2650","17000032128","NSW","185","3321","1998/1999","Caltex Terminal Bomen","Wagga Wagga","Petroleum Product Wholesaling",147.409838,-35.071966,"18 Lewington Street","OILPLUS PTY LTD"
4,null,"NSW",null,"Petroleum product wholesaling","491388","2870","87341056990","NSW","591","3321","2000/2001","Oilplus Parkes Petroleum Depot","Parkes","Petroleum Product Wholesaling",148.184462,-33.133911,"Cnr May and East Streets","OILPLUS PTY LTD"
4,null,"NSW","http://www.oilsplus.com","Petroleum storage depot","604820","2671","87341056990","NSW","1385","3321","2013/2014","Oilsplus West Wyalong","West Wyalong","Petroleum Product Wholesaling",147.2205,-33.9293,"10 Calleen Street","OILSPLUS HOLDINGS AUSTRALIA PTY LTD"
16,null,"NSW",null,"Petroleum storage depot","491812","2800","87341056990","NSW","62","3321","1998/1999","Orange Petroleum Depot","Orange","Petroleum Product Wholesaling",149.101752,-33.295547,"34 Peisley Street","OILSPLUS HOLDINGS AUSTRALIA PTY LTD"
2,"062619774","QLD","http://www.bridgeport.net.au","Oil Production","583724","4480","18062619774","QLD","Q012OIL001","0700","2015/2016","Utopia Oil Field Pl 214","Eromanga","Oil and Gas Extraction",143.5671806,-27.0392056,"Utopia Oil Field","OILWELLS, INC. OF KENTUCKY"
14,"140806202","WA",null,"CHICKEN RAISING FOR MEAT PRODUCTION","544704","6121",null,"WA","WA0590","0171","2002/2003","Old (WA) Pty Ltd","Oldbury","Poultry Farming (Meat)",115.893889,-32.238333,"LOT 10 TUNNEY ROAD","OLD (WA) PTY LTD"
18,"087542863","VIC","http://www.olex.com.au","Wire drawing and electrical cable manufacturing. Polymer / elastomer compounding for electrical cable insulating and sheathing.","533092","3140","61087542863","VIC","00009132","2291","1999/2000","Olex Australia Pty Ltd, Lilydale","Lilydale","Spring and Wire Product Manufacturing",145.352923,-37.757765,"55 MAIN ST","OLEX AUSTRALIA PTY LIMITED"
5,"087542863","NSW","http://www.olex.com.au","Wire drawing and electrical cable manufacture; polymer/elastomer compounding for electrical cable insulating and sheathing.","487342","2164",null,"NSW","324","2439","1999/2000","Olex Australia Wetherill Park","Wetherill Park","Other Electrical Equipment Manufacturing",150.908894,-33.837113,"29 Davis Road","OLEX AUSTRALIA PTY LIMITED"
15,"087542863","VIC","http://www.olex.com.au","Wire drawing and electrical cable manufacture","532910","3012","61087542863","VIC","00008621","2291","1999/2000","Olex Australia, Tottenham","Tottenham","Spring and Wire Product Manufacturing",144.855604,-37.80203,"207 SUNSHINE RD","OLEX AUSTRALIA PTY LIMITED"
8,null,"NT","http://www.omholdingsltd.com","Mining of Manganese Ore","555640","0862","60097091506","NT","NT495","0809","2007/2008","Bootu Creek Manganese Mine","Tennant Creek","Other Metal Ore Mining",134.1227,-18.6921,"120 km North of ","OM (MANGANESE) LTD"
8,null,"NT","http://www.omholdingsltd.com","Loading of Manganese Ore","556536","0822","60097091506","NT","NT497","5212","2007/2008","OM Manganese East Arm Port Loading","Berrimah","Port and Water Transport Terminal Operations",130.895,-12.4819,"Darwin Port","OM (MANGANESE) LTD"
11,"123666679","VIC","http://www.austubemills.com","Forming structural steel sections with  in-line galvanising and coating","535692","3062","21123666679","VIC","00022823","2122","2005/2006","Austube Mills Pty Ltd","Somerton","Steel Pipe and Tube Manufacturing",144.944642,-37.621576,"235 HUME HWY","ONESTEEL AUSTRALIAN TUBE MILLS PTY LIMITED"
19,"123666679","NSW","http://www.arrium.docm","Forming pipe and tube from steel coil with some galvanizing. Fabricated metal product manufacturing.","486002","2304","21123666679","NSW","229","2122","1998/1999","AustubeMills Newcastle","Mayfield","Steel Pipe and Tube Manufacturing",151.745559,-32.891619,"51 Industrial Drive","ONESTEEL AUSTRALIAN TUBE MILLS PTY LIMITED"
19,"123666679","QLD","http://www.austubemills.com","Tubemaking, Galvanising, Painting, Combustion Process","498488","4110","21123666679","QLD","Q003PTM001","2122","1998/1999","Onesteel Australian Tube Mills Pty Ltd","Acacia Ridge","Steel Pipe and Tube Manufacturing",153.039578,-27.589343,"146 Ingram Rd","ONESTEEL AUSTRALIAN TUBE MILLS PTY LIMITED"
4,"004651325","VIC","http://www.onesteel.com","Production of semi finished drawn rods, bars, and shapes in a variety of steel grades. Chrome plating.","528758","3062","42004651325","VIC","00004650","2293","2001/2002","Martin Bright Steels","Somerton","Metal Coating and Finishing",144.940822,-37.636832,"CLIFFORDS RD","ONESTEEL MANUFACTURING P/L"
7,"004651325","SA","http://www.onesteel.com","ELECTRICITY PRODUCTION","518982","5600","42004651325","SA","SA0311","2611","1999/2000","OneSteel Cogeneration Facility","Whyalla","Fossil Fuel Electricity Generation",137.592497,-33.011391,"PORT AUGUSTA RD","ONESTEEL MANUFACTURING P/L"
6,"004651325","VIC","http://www.onesteel.com","Forming structural steel sections with some in-line galvanising.","533410","3062","42004651325","VIC","00013130","2221","1999/2000","OneSteel-Somerton","Somerton","Structural Steel Fabricating",144.944642,-37.621576,"235 HUME HWY","ONESTEEL MANUFACTURING P/L"
18,"004651325","SA","http://www.gfgalliance.com/","MINING, CRUSHING & SIZING & SHIPPING OF DOLOMITE ORE.","518164","5571","42004651325","SA","SA0253","0919","1999/2000","ARDROSSAN DOLOMITE OPERATIONS","Ardrossan","Other Construction Material Mining",137.895805,-34.446603,"ROWE TCE","ONESTEEL MANUFACTURING PTY LIMITED"
18,"004651325","SA","http://www.gfgalliance.com/","Mining, sizing and crushing iron ore, undertaken by contractors on behalf of OneSteel.","518182","5600","42004651325","SA","SA0254","0801","1999/2000","IRON ORE MINES","Whyalla","Iron Ore Mining",137.106632,-33.240216,"SOUTH MIDDLEBACK RANGES, LINCOLN HIGHWAY","ONESTEEL MANUFACTURING PTY LIMITED"
6,"004651325","SA","http://www.gfgalliance.com/","Iron Ore Mining","585932","5601","42004651325","SA","SA0617","0801","2011/2012","Iron Baron","Iron Baron","Iron Ore Mining",137.160391,-32.988632,"Iron Baron","ONESTEEL MANUFACTURING PTY LIMITED"
11,"004651325","SA","http://www.gfgalliance.com/","Reclamation of old stockpiles and mining Iron Ore.","520224","5601","42004651325","SA","SA0442","0801","2006/2007","Iron Knob Mine","Iron Knob","Iron Ore Mining",137.135446,-32.744403,"-","ONESTEEL MANUFACTURING PTY LIMITED"
18,"004651325","NSW","http://www.libertyonesteel.com","Steel processing/ fabrication. The Rod Mill forms sections of rod from billet feed stock.","489368","2304","42004651325","NSW","457","2229","1999/2000","Newcastle Rod Mill","Mayfield West","Other Structural Metal Product Manufacturing",151.74861,-32.88472,"Ingall Street","ONESTEEL MANUFACTURING PTY LIMITED"
13,"004651325","SA","http://www.gfgalliance.com/","Intermittant mining of quartz.","518200","5600","42004651325","SA","SA0255","0990","2001/2002","WHYALLA QUARTZ MINE","Whyalla","Other Non-Metallic Mineral Mining and Quarrying",137.280032,-32.827159,"IRON KNOB RD","ONESTEEL MANUFACTURING PTY LIMITED"
19,"004651325","SA","http://www.gfgalliance.com/","Integrated Steelworks producing structural steel, rails and semi-finished slabs, blooms and billets. Export facility for iron ore and ore products","514612","5600","42004651325","SA","SA0013","2110","1998/1999","WHYALLA STEELWORKS","Whyalla","Iron Smelting and Steel Manufacturing",137.585513,-33.009655,"Port Augusta Road","ONESTEEL MANUFACTURING PTY LIMITED"
3,"096273979","VIC","http://www.onesteel.com","Production of semi finished drawn rods, bars, and shapes in a variety of steel grades. Chrome plating.","535676","3062","76096273979","VIC","00022816","2221","2005/2006","OneSteel Martin Bright","Somerton","Structural Steel Fabricating",144.940822,-37.636832,"CLIFFORDS RD","ONESTEEL MBS P/L"
18,"003312892","NSW","https://www.libertyonesteel.com/","Making steel using an electric arc furnace and continuous caster. Manufacturer of structural steel.","489350","2766","59003312892","NSW","455","2121","1999/2000","Liberty OneSteel Sydney Steel Mill","Rooty Hill","Iron and Steel Casting",150.849675,-33.76396,"22 Kellogg Road","ONESTEEL NSW PTY LTD"
3,"010558871","QLD",null,"Steel processing/fabrication-Mill closed April 2002","509186","4110","77010558871","QLD","Q049OST001","2110","1999/2000","OneSteel - Brisbane Mill","Acacia Ridge","Iron Smelting and Steel Manufacturing",153.019407,-27.582026,"341 BRADMAN ST","ONESTEEL QUEENSLAND P/L"
4,"004148289","WA",null,"Supplies steel reinforcement for reinforced concrete construction. Site operations include processing of bar (cutting and bending), and manufacturing of mesh (welding and cutting).","545786","6017","22004148289","WA","WA0694","2229","2003/2004","OneSteel Reinforcing","Osborne Park","Other Structural Metal Product Manufacturing",115.805278,-31.906667,"310 Selby Street","ONESTEEL REINFORCING PTY LIMITED"
14,"004148289","QLD","http://www.onesteel.com","Steel product manufacturing.","509204","4110","22004148289","QLD","Q049OST003","2229","2003/2004","OneSteel Reinforcing Bradman Street","Acacia Ridge","Other Structural Metal Product Manufacturing",153.038611,-27.587222,"220 Bradman St","ONESTEEL REINFORCING PTY LIMITED"
8,"004148289","QLD","http://www.onesteel.com","Steel Product Manufacturing","567724","4300","22004148289","QLD","Q049OST005","2229","2009/2010","OneSteel Reinforcing Carole Park","Carole Park","Other Structural Metal Product Manufacturing",152.929291,-27.620562,"23-25  Argon Street","ONESTEEL REINFORCING PTY LIMITED"
14,"004148289","SA","http://www.onesteel.com","Steel product manufacturing","520692","5094","22004148289","SA","SA0524","2229","2003/2004","OneSteel Reinforcing Cavan","Cavan","Other Structural Metal Product Manufacturing",138.6,-34.825278,"519 CROSS KEYS RD","ONESTEEL REINFORCING PTY LIMITED"
10,"004148289","WA","http://www.onesteel.com","Steel product manufacturing.","548386","6058","22004148289","WA","WA1009","2229","2007/2008","OneSteel Reinforcing Forrestfield","Forrestfield","Other Structural Metal Product Manufacturing",115.993546,-31.969152,"53 Harrison Road","ONESTEEL REINFORCING PTY LIMITED"
14,"004148289","VIC","http://www.onesteel.com","Steel product manufacturing","536062","3174","22004148289","VIC","00024803","2229","2003/2004","OneSteel Reinforcing Noble Park","Noble Park","Other Structural Metal Product Manufacturing",145.185201,-37.948517,"180 BROWNS RD","ONESTEEL REINFORCING PTY LIMITED"
7,"004148289","QLD","http://www.onesteel.com","Steel Product Manufacturing","567720","4110","22004148289","QLD","Q049OST004","2229","2009/2010","OneSteel Reinforcing Peterkin Street","Acacia Ridge","Other Structural Metal Product Manufacturing",153.038406,-27.577864,"14 Peterkin Street","ONESTEEL REINFORCING PTY LIMITED"
15,"004148289","NSW","http://www.onesteel.com","Steel product manufacturing.","493594","2212","22004148289","NSW","752","2229","2001/2002","OneSteel Reinforcing Revesby","Revesby","Other Structural Metal Product Manufacturing",151.014748,-33.935796,"61 Milperra Road","ONESTEEL REINFORCING PTY LIMITED"
10,"004148289","NSW","http://www.onesteel.com","Steel product manufacturing","493620","2163","22004148289","NSW","754","2229","2001/2002","OneSteel Reinforcing Villawood","Villawood","Other Structural Metal Product Manufacturing",150.983902,-33.88493,"33 Shaddock Avenue","ONESTEEL REINFORCING PTY LIMITED"
2,"007519646","VIC","http://www.onesteel.com","Steel processing and fabrication","534922","3025","50007519646","VIC","00019903","2229","2001/2002","BTM Altona","Altona North","Other Structural Metal Product Manufacturing",144.819474,-37.833355,"83 WESTGATE DR","ONESTEEL TRADING P/L"
8,"007519646","NSW","http://www.onesteel.com","Form galvanised steel sheeting into rectangular sections and cut to requested lengths. Fabricated metal product manufacturing.","493626","2530","50007519646","NSW","755","2299","2001/2002","ATM Precision Tube Kembla Grange","Kembla Grange","Other Fabricated Metal Product Manufacturing n.e.c.",150.797471,-34.468564,"Reddalls Road","ONESTEEL TRADING PTY LIMITED"
